Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.586","spr0532","VBIStrPne107296_0586","PATRIC.171101.6.NC_003098.CDS.532102.532761.rev","PATRIC","CDS",532102,532761,660,"-","FIG00050908","PLF_1301_00000639","PGF_05095111","NP_358126.1",219,"glnP","ABC transporter, permease protein PebF (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.587","spr0533","VBIStrPne107296_0587","PATRIC.171101.6.NC_003098.CDS.532771.533448.rev","PATRIC","CDS",532771,533448,678,"-","FIG00018732","PLF_1301_00102375","PGF_00119238","NP_358127.1",225,"glnP","ABC transporter, permease protein PebE (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.588","spr0534","VBIStrPne107296_0588","PATRIC.171101.6.NC_003098.CDS.533461.534255.rev","PATRIC","CDS",533461,534255,795,"-","FIG00510038","PLF_1301_00087646","PGF_00018588","NP_358128.1",264,"glnH","ABC transporter, substrate-binding protein PebA (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.589","spr0535","VBIStrPne107296_0589","PATRIC.171101.6.NC_003098.CDS.534266.534610.rev","PATRIC","CDS",534266,534610,345,"-",,"PLF_1301_00000636","PGF_07987137","NP_358129.1",114,"glnQ-truncation","ABC transporter, ATP-binding protein PebC (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.58","spr0050","VBIStrPne107296_0058","PATRIC.171101.6.NC_003098.CDS.53441.53950.fwd","PATRIC","CDS",53441,53950,510,"+","FIG01350126","PLF_1301_00000755","PGF_01304795","NP_357644.1",169,"vanZ","Uncharacterized membrane spanning protein, contains VanZ-like domain",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.590","spr0536","VBIStrPne107296_0590","PATRIC.171101.6.NC_003098.CDS.534635.535024.rev","PATRIC","CDS",534635,535024,390,"-",,"PLF_1301_00000636","PGF_07987137","NP_358130.1",129,"glnQ-truncation","ABC transporter, ATP-binding protein PebC (cluster 3, basic aa/glutamine/opines)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.591","spr0537","VBIStrPne107296_0591","PATRIC.171101.6.NC_003098.CDS.535289.537523.fwd","PATRIC","CDS",535289,537523,2235,"+","FIG00060517","PLF_1301_00004834","PGF_07058357","NP_358131.1",744,"recJ","Single-stranded-DNA-specific exonuclease RecJ",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.592","spr0538","VBIStrPne107296_0592","PATRIC.171101.6.NC_003098.CDS.537698.539359.fwd","PATRIC","CDS",537698,539359,1662,"+","FIG01303963","PLF_1301_00000315","PGF_06848757","NP_358132.1",553,,"Ribonuclease J2 (endoribonuclease in RNA processing)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.593","spr0539","VBIStrPne107296_0593","PATRIC.171101.6.NC_003098.CDS.539428.540207.fwd","PATRIC","CDS",539428,540207,780,"+","FIG01315814","PLF_1301_00001079","PGF_00061826","NP_358133.1",259,"estA","Tributyrin esterase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.59","spr0051","VBIStrPne107296_0059","PATRIC.171101.6.NC_003098.CDS.53975.55522.fwd","PATRIC","CDS",53975,55522,1548,"+","FIG00000275","PLF_1301_00000060","PGF_00013509","NP_357645.1",515,"purH","IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)","GO:0003937|IMP cyclohydrolase activity;GO:0004643|phosphoribosylaminoimidazolecarboxamide formyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.594","spr0540","VBIStrPne107296_0594","PATRIC.171101.6.NC_003098.CDS.540319.541539.fwd","PATRIC","CDS",540319,541539,1221,"+","FIG00148704","PLF_1301_00001581","PGF_00413331","NP_358134.1",406,"murM","tRNA-dependent lipid II--L-alanine ligase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.595","spr0541","VBIStrPne107296_0595","PATRIC.171101.6.NC_003098.CDS.541544.542776.fwd","PATRIC","CDS",541544,542776,1233,"+","FIG00040890","PLF_1301_00001087","PGF_00413335","NP_358135.1",410,"murN","tRNA-dependent lipid II-Ala--L-alanine ligase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.596","spr0542","VBIStrPne107296_0596","PATRIC.171101.6.NC_003098.CDS.542892.543551.fwd","PATRIC","CDS",542892,543551,660,"+","FIG01308177","PLF_1301_00001414","PGF_00406172","NP_358136.1",219,,"putative Zn-dependent protease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.597","spr0543","VBIStrPne107296_0597","PATRIC.171101.6.NC_003098.CDS.543591.545435.fwd","PATRIC","CDS",543591,545435,1845,"+","FIG00000185","PLF_1301_00000194","PGF_00424971","NP_358137.1",614,"uvrC","Excinuclease ABC subunit C","GO:0003677|DNA binding;GO:0004518|nuclease activity;GO:0005622|intracellular;GO:0006281|DNA repair;GO:0006289|nucleotide-excision repair"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.598","spr0544","VBIStrPne107296_0598","PATRIC.171101.6.NC_003098.CDS.545425.546258.fwd","PATRIC","CDS",545425,546258,834,"+","FIG01322865","PLF_1301_00000518","PGF_00423056","NP_358138.1",277,,"Diadenosine tetraphosphatase and related serine/threonine protein phosphatases",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.599",,"VBIStrPne107296_0599","PATRIC.171101.6.NC_003098.CDS.546316.546477.rev","PATRIC","CDS",546316,546477,162,"-","FIG01114662","PLF_1301_00039124","PGF_08225224",,53,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.600","spr0545","VBIStrPne107296_0600","PATRIC.171101.6.NC_003098.CDS.546440.547240.rev","PATRIC","CDS",546440,547240,801,"-","FIG01362915","PLF_1301_00001491","PGF_00420032","NP_358139.1",266,"ABC-SBP","Cysteine ABC transporter, substrate-binding protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.601",,"VBIStrPne107296_0601","PATRIC.171101.6.NC_003098.CDS.547314.547424.fwd","PATRIC","CDS",547314,547424,111,"+","FIG01114023","PLF_1301_00002991","PGF_03501859",,36,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.602","spr0546","VBIStrPne107296_0602","PATRIC.171101.6.NC_003098.CDS.547411.548016.fwd","PATRIC","CDS",547411,548016,606,"+","FIG00731724","PLF_1301_00000496","PGF_00028947","NP_358140.1",201,"nrd","Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.603","spr0547","VBIStrPne107296_0603","PATRIC.171101.6.NC_003098.CDS.548029.549429.fwd","PATRIC","CDS",548029,549429,1401,"+","FIG00011140","PLF_1301_00005819","PGF_00039817","NP_358141.1",466,"pepV","Putative Xaa-His dipeptidase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.604","spr0548","VBIStrPne107296_0604","PATRIC.171101.6.NC_003098.CDS.549483.550061.fwd","PATRIC","CDS",549483,550061,579,"+","FIG01303822","PLF_1301_00000593","PGF_03503126","NP_358142.1",192,,"Hypothetical protein VC0266 (sugar utilization related?)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.605",,"VBIStrPne107296_0605","PATRIC.171101.6.NC_003098.CDS.549980.550162.rev","PATRIC","CDS",549980,550162,183,"-",,"PLF_1301_00039124","PGF_08225224",,60,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.606",,"VBIStrPne107296_0606","PATRIC.171101.6.NC_003098.CDS.550065.550178.fwd","PATRIC","CDS",550065,550178,114,"+","FIG01335776","PLF_1301_00021477","PGF_03497629",,37,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.607","spr0549","VBIStrPne107296_0607","PATRIC.171101.6.NC_003098.CDS.550225.550377.fwd","PATRIC","CDS",550225,550377,153,"+","FIG00003495","PLF_1301_00001597","PGF_03495913","NP_358143.1",50,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.608","spr0550","VBIStrPne107296_0608","PATRIC.171101.6.NC_003098.CDS.550378.550512.fwd","PATRIC","CDS",550378,550512,135,"+","FIG01352426","PLF_1301_00001687","PGF_00411876","NP_358144.1",44,,"rhodanese family protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.609","spr0551","VBIStrPne107296_0609","PATRIC.171101.6.NC_003098.CDS.550683.552008.fwd","PATRIC","CDS",550683,552008,1326,"+","FIG00905542","PLF_1301_00000963","PGF_00069345","NP_358145.1",441,"brnQ","Na(+)-dependent branched-chain amino acid transporter",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.610","spr0552","VBIStrPne107296_0610","PATRIC.171101.6.NC_003098.CDS.552212.553249.fwd","PATRIC","CDS",552212,553249,1038,"+","FIG00001530","PLF_1301_00000648","PGF_00422645","NP_358146.1",345,,"Deblocking aminopeptidase (EC 3.4.11.-)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.611","spr0553","VBIStrPne107296_0611","PATRIC.171101.6.NC_003098.CDS.553251.553721.fwd","PATRIC","CDS",553251,553721,471,"+","FIG01316313","PLF_1301_00000953","PGF_00010627","NP_358147.1",156,,"HIT family protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.612","spr0554","VBIStrPne107296_0612","PATRIC.171101.6.NC_003098.CDS.553724.554440.fwd","PATRIC","CDS",553724,554440,717,"+","FIG00561498","PLF_1301_00000908","PGF_03981123","NP_358148.1",238,,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)","GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.613",,"VBIStrPne107296_0613","PATRIC.171101.6.NC_003098.CDS.554480.554626.rev","PATRIC","CDS",554480,554626,147,"-","FIG01335776","PLF_1301_00021477","PGF_03497629",,48,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.614","spr0555","VBIStrPne107296_0614","PATRIC.171101.6.NC_003098.CDS.554749.555174.fwd","PATRIC","CDS",554749,555174,426,"+","FIG00000182","PLF_1301_00000195","PGF_07695531","NP_358149.1",141,"rplK","LSU ribosomal protein L11p (L12e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.615","spr0556","VBIStrPne107296_0615","PATRIC.171101.6.NC_003098.CDS.555382.556071.fwd","PATRIC","CDS",555382,556071,690,"+","FIG00000264","PLF_1301_00000264","PGF_00016357","NP_358150.1",229,"rplA","LSU ribosomal protein L1p (L10Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.60","spr0052","VBIStrPne107296_0060","PATRIC.171101.6.NC_003098.CDS.55644.56906.fwd","PATRIC","CDS",55644,56906,1263,"+","FIG00000235","PLF_1301_00000068","PGF_07750515","NP_357646.1",420,"purD","Phosphoribosylamine--glycine ligase (EC 6.3.4.13)","GO:0004637|phosphoribosylamine-glycine ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.616",,"VBIStrPne107296_0616","PATRIC.171101.6.NC_003098.CDS.556663.557250.rev","PATRIC","CDS",556663,557250,588,"-","FIG01335776","PLF_1301_00036040","PGF_02877355",,195,,"Nucleoside diphosphate kinase (EC 2.7.4.6)","GO:0004550|nucleoside diphosphate kinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.617",,"VBIStrPne107296_0617","PATRIC.171101.6.NC_003098.CDS.557216.557545.fwd","PATRIC","CDS",557216,557545,330,"+","FIG01115408","PLF_1301_00001830","PGF_08225224",,109,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.618","spr0557","VBIStrPne107296_0618","PATRIC.171101.6.NC_003098.CDS.558589.559581.fwd","PATRIC","CDS",558589,559581,993,"+","FIG01307688","PLF_1301_00086454","PGF_00884706","NP_358151.1",330,"ABC-NBD","Efflux ABC transporter, ATP-binding protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.619","spr0558","VBIStrPne107296_0619","PATRIC.171101.6.NC_003098.CDS.559583.560401.fwd","PATRIC","CDS",559583,560401,819,"+","FIG01310298","PLF_1301_00000067","PGF_00006351","NP_358152.1",272,,"Efflux ABC transporter, permease protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.620","spr0559","VBIStrPne107296_0620","PATRIC.171101.6.NC_003098.CDS.560403.561188.fwd","PATRIC","CDS",560403,561188,786,"+","FIG00001785","PLF_1301_00000064","PGF_00006351","NP_358153.1",261,,"Efflux ABC transporter, permease protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.621",,"VBIStrPne107296_0621","PATRIC.171101.6.NC_003098.CDS.561286.561504.fwd","PATRIC","CDS",561286,561504,219,"+","FIG00905362","PLF_1301_00001630","PGF_06922871",,72,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.622","spr0560","VBIStrPne107296_0622","PATRIC.171101.6.NC_003098.CDS.561441.561686.fwd","PATRIC","CDS",561441,561686,246,"+","FIG00905362","PLF_1301_00001587","PGF_03495871","NP_358154.1",81,,"Acetyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.623",,"VBIStrPne107296_0623","PATRIC.171101.6.NC_003098.CDS.561962.562186.rev","PATRIC","CDS",561962,562186,225,"-","FIG01335776","PLF_1301_00021477","PGF_03497629",,74,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.624",,"VBIStrPne107296_0624","PATRIC.171101.6.NC_003098.CDS.561990.562196.fwd","PATRIC","CDS",561990,562196,207,"+","FIG01349059","PLF_1301_00032034","PGF_03497629",,68,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.625","spr0561","VBIStrPne107296_0625","PATRIC.171101.6.NC_003098.CDS.562418.568852.fwd","PATRIC","CDS",562418,568852,6435,"+","FIG01288844","PLF_1301_00000943","PGF_00414619","NP_358155.1",2144,"prtA","C5a peptidase precursor (EC 3.4.21.-)","GO:0004289|subtilase activity;GO:0005618|cell wall;GO:0006508|proteolysis;GO:0008233|peptidase activity;GO:0009986|cell surface;GO:0016020|membrane"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.626","spr0562","VBIStrPne107296_0626","PATRIC.171101.6.NC_003098.CDS.569476.569952.fwd","PATRIC","CDS",569476,569952,477,"+","FIG00006474","PLF_1301_00003557","PGF_00029489","NP_358156.1",158,"PTS-EII","PTS system, galactose-specific IIA component (EC 2.7.1.204)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.627","spr0563","VBIStrPne107296_0627","PATRIC.171101.6.NC_003098.CDS.569990.570295.fwd","PATRIC","CDS",569990,570295,306,"+","FIG00006075","PLF_1301_00000023","PGF_00029517","NP_358157.1",101,,"PTS system, galactose-specific IIB component (EC 2.7.1.204)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.628","spr0564","VBIStrPne107296_0628","PATRIC.171101.6.NC_003098.CDS.570343.571818.fwd","PATRIC","CDS",570343,571818,1476,"+","FIG00005873","PLF_1301_00000589","PGF_00921265","NP_358158.1",491,"PTS-EII","PTS system, galactose-specific IIC component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.61",,"VBIStrPne107296_0061","PATRIC.171101.6.NC_003098.CDS.57163.57279.fwd","PATRIC","CDS",57163,57279,117,"+","FIG01114965","PLF_1301_00001751","PGF_03496263",,38,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.629","spr0565","VBIStrPne107296_0629","PATRIC.171101.6.NC_003098.CDS.572123.578809.fwd","PATRIC","CDS",572123,578809,6687,"+","FIG00001548","PLF_1301_00001516","PGF_04836613","NP_358159.1",2228,"bgaA","beta-galactosidase (EC 3.2.1.23)","GO:0004565|beta-galactosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.62","spr0053","VBIStrPne107296_0062","PATRIC.171101.6.NC_003098.CDS.57309.57797.fwd","PATRIC","CDS",57309,57797,489,"+","FIG00000227","PLF_1301_00000063","PGF_05172785","NP_357647.1",162,"purE","N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)","GO:0034023|5-(carboxyamino)imidazole ribonucleotide mutase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.63","spr0054","VBIStrPne107296_0063","PATRIC.171101.6.NC_003098.CDS.57784.58875.fwd","PATRIC","CDS",57784,58875,1092,"+","FIG00000375","PLF_1301_00000069","PGF_00024274","NP_357648.1",363,"purK","N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)","GO:0034028|5-(carboxyamino)imidazole ribonucleotide synthase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.630",,"VBIStrPne107296_0630","PATRIC.171101.6.NC_003098.CDS.579057.579194.rev","PATRIC","CDS",579057,579194,138,"-","FIG01306568","PLF_1301_00013124","PGF_09978608",,45,,"Transposase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.631","spr0566","VBIStrPne107296_0631","PATRIC.171101.6.NC_003098.CDS.579191.579502.rev","PATRIC","CDS",579191,579502,312,"-","FIG01306568","PLF_1301_00013124","PGF_09978608","NP_358160.1",103,,"Transposase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.632",,"VBIStrPne107296_0632","PATRIC.171101.6.NC_003098.CDS.579514.579651.rev","PATRIC","CDS",579514,579651,138,"-","FIG01837916","PLF_1301_00049186","PGF_07475842",,45,,"Transposase, IS4 family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.633","spr0567","VBIStrPne107296_0633","PATRIC.171101.6.NC_003098.CDS.579666.579911.rev","PATRIC","CDS",579666,579911,246,"-","FIG01314079","PLF_1301_00014141","PGF_09978608","NP_358161.1",81,,"Transposase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.634","spr0568","VBIStrPne107296_0634","PATRIC.171101.6.NC_003098.CDS.580123.580365.rev","PATRIC","CDS",580123,580365,243,"-","FIG01114388","PLF_1301_00001102","PGF_00564699","NP_358162.1",80,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.635","spr0569","VBIStrPne107296_0635","PATRIC.171101.6.NC_003098.CDS.580574.581026.fwd","PATRIC","CDS",580574,581026,453,"+","FIG00001867","PLF_1301_00041063","PGF_06874967","NP_358163.1",150,,"[4Fe-4S]-AdoMet protein YtqA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.636","spr0570","VBIStrPne107296_0636","PATRIC.171101.6.NC_003098.CDS.581084.581530.fwd","PATRIC","CDS",581084,581530,447,"+","FIG00001867","PLF_1301_00041063","PGF_06874967","NP_358164.1",148,,"[4Fe-4S]-AdoMet protein YtqA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.637","spr0571","VBIStrPne107296_0637","PATRIC.171101.6.NC_003098.CDS.581514.582071.fwd","PATRIC","CDS",581514,582071,558,"+","FIG00001761","PLF_1301_00000919","PGF_00932867","NP_358165.1",185,,"Putative rRNA methylase YtqB",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.638","spr0572","VBIStrPne107296_0638","PATRIC.171101.6.NC_003098.CDS.582178.582318.fwd","PATRIC","CDS",582178,582318,141,"+","FIG01118704","PLF_1301_00001296","PGF_00371659","NP_358166.1",46,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.639","spr0573","VBIStrPne107296_0639","PATRIC.171101.6.NC_003098.CDS.582330.584384.fwd","PATRIC","CDS",582330,584384,2055,"+","FIG00008246","PLF_1301_00000859","PGF_10361261","NP_358167.1",684,"nha2","Na+/H+ antiporter",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.640",,"VBIStrPne107296_0640","PATRIC.171101.6.NC_003098.CDS.584417.584632.rev","PATRIC","CDS",584417,584632,216,"-","FIG01335776","PLF_1301_00021477","PGF_03497629",,71,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.641","spr0574","VBIStrPne107296_0641","PATRIC.171101.6.NC_003098.CDS.584563.585423.fwd","PATRIC","CDS",584563,585423,861,"+","FIG00136522","PLF_1301_00001122","PGF_12698017","NP_358168.1",286,,"Inner membrane protein YihY, formerly thought to be RNase BN",
